"Sort Key","Type","Name","Version","Name Space Id","Description","Steward","Value Type","Minimum Cardinality","Maximum Cardinality","Minimum Value","Maximum Value","Minimum Characters","Maximum Characters","Unit of Measure Type","Specified Unit Id","Attribute Concept","Conceptual Domain"
"cassini:CIRS_Specific_Attributes:1      ","Class","CIRS_Specific_Attributes","1.0.0.0","cassini","The CIRS Specific Attributes class provides local attributes used by CIRS observations and derived products.","atm","","","","","","","","","","",""
"cassini:CIRS_Specific_Attributes:2       cassini:mission_phase_name:1            ","Attribute","mission_phase_name","n/a","cassini","The mission_phase_name identifies a time period within the mission.","atm","ASCII_Short_String_Preserved","0","*","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cassini:CIRS_Specific_Attributes:2       cassini:mission_phase_name:2             Value:Launch","Value","Launch","","","1997-10-15 to 1997-10-17"
"cassini:ISS_Specific_Attributes:2        cassini:image_observation_type:1        ","Attribute","image_observation_type","n/a","cassini","The image_observation_type element identifies the type or purpose of an observation that may be associated with an image. Image observation types include limb, black sky, spacecraft calibration, or other image attribute that may be used for identification.","atm","ASCII_Short_String_Collapsed","0","*","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cassini:ISS_Specific_Attributes:2        cassini:instrument_data_rate:1          ","Attribute","instrument_data_rate","n/a","cassini","The instrument_data_rate element provides the rate at which data were transmitted from an instrument to the spacecraft.","atm","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","REAL"
"cassini:ISS_Specific_Attributes:2        cassini:instrument_mode_id:1            ","Attribute","instrument_mode_id","n/a","cassini","The instrument_mode_id element provides an instrument-dependent designation of operating mode. This may be simply a number, letter or code, or a word such as 'normal', 'full resolution', 'near encounter', or 'fixed grating'.","atm","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cassini:ISS_Specific_Attributes:2        cassini:inst_cmprs_type:1               ","Attribute","inst_cmprs_type","n/a","cassini","The inst_cmprs_type element identifies the type of on-board compression used for data storage and transmission.","atm","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cassini:ISS_Specific_Attributes:2        cassini:inst_cmprs_type:2                Value:LOSSY","Value","LOSSY","","","Discrete Cosine Transform"
"cassini:ISS_Specific_Attributes:2        cassini:inst_cmprs_type:2                Value:LOSSLESS","Value","LOSSLESS","","","RICE"
"cassini:ISS_Specific_Attributes:2        cassini:inst_cmprs_type:2                Value:NOTCOMP","Value","NOTCOMP","","","No compression"
"cassini:ISS_Specific_Attributes:2        cassini:inst_cmprs_param_malgo:1        ","Attribute","inst_cmprs_param_malgo","n/a","cassini","The inst_cmprs_param_malgo is applicable only when the value of inst_cmprs_type = “LOSSY”. This value defines the MALGO (algorithm) parameter. Valid values are in the range [0,1] A value of 999 indicates that lossy compression was not used, or that the information was not available in the original PDS3 label. ","atm","ASCII_Integer","0","1","-9223372036854775808","9223372036854775807","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","INTEGER"
"cassini:ISS_Specific_Attributes:2        cassini:inst_cmprs_param_tb:1           ","Attribute","inst_cmprs_param_tb","n/a","cassini","The inst_cmprs_param_tb is applicable only when the value of inst_cmprs_type = “LOSSY”. This value defines the TB (block type) parameter. Valid values are in the range [0,1] A value of 999 indicates that lossy compression was not used, or that the information was not available in the original PDS3 label. ","atm","ASCII_Integer","0","1","-9223372036854775808","9223372036854775807","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","INTEGER"
"cassini:ISS_Specific_Attributes:2        cassini:inst_cmprs_param_blocks:1       ","Attribute","inst_cmprs_param_blocks","n/a","cassini","The inst_cmprs_param_blocks is applicable only when the value of inst_cmprs_type = “LOSSY”. This value defines the group-of-blocks (number of blocks per group) parameter. Valid values are in the range [1,255] A value of 999 indicates that lossy compression was not used, or that the information was not available in the original PDS3 label. ","atm","ASCII_Integer","0","1","-9223372036854775808","9223372036854775807","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","INTEGER"
"cassini:ISS_Specific_Attributes:2        cassini:inst_cmprs_param_quant:1        ","Attribute","inst_cmprs_param_quant","n/a","cassini","The inst_cmprs_param_quant is applicable only when the value of inst_cmprs_type = “LOSSY”. This value defines the compression rate parameter (quantization factor). Valid values are in the range [0,15] A value of 999 indicates that lossy compression was not used, or that the information was not available in the original PDS3 label. ","atm","ASCII_Integer","0","1","-9223372036854775808","9223372036854775807","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","INTEGER"
"cassini:ISS_Specific_Attributes:2        cassini:inst_cmprs_rate_expected_bits:1 ","Attribute","inst_cmprs_rate_expected_bits","n/a","cassini","The inst_cmprs_rate_expected_bits element provides the average number of bits needed to represent a pixel for an on-board compressed image. It comes from the BITS_PER_PIXEL keyword in the IOI file. Valid values are in the range [0.0,16.0]. A value of -999. indicates that the information was not available in the original PDS3 label. ","atm","ASCII_Real","0","1","-999.","16.","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","REAL"
"cassini:ISS_Specific_Attributes:2        cassini:inst_cmprs_rate_actual_bits:1   ","Attribute","inst_cmprs_rate_actual_bits","n/a","cassini","The inst_cmprs_rate_actual_bits element provides the average number of bits needed to represent a pixel for an on-board compressed image. It is the actual average number of bits and is calculated during telemetry processing. Valid values are in the range [0.0,16.0]. A value of -999. indicates that the information was not available in the original PDS3 label. ","atm","ASCII_Real","0","1","-999.","16.","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","REAL"
"cassini:ISS_Specific_Attributes:2        cassini:inst_cmprs_ratio:1              ","Attribute","inst_cmprs_ratio","n/a","cassini","The inst_cmprs_ratio element provides the ratio of the size, in bytes, of the original uncompressed data file to its compressed form. A value of -999 indicates that the information was not available in the original PDS3 label. ","atm","ASCII_Real","0","1","-999","1.7976931348623157e308","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","REAL"
"cassini:ISS_Specific_Attributes:2        cassini:light_flood_state_flag:1        ","Attribute","light_flood_state_flag","n/a","cassini","The light_flood_state_flag element indicates the mode (on or off) of light flooding for an instrument.","atm","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cassini:ISS_Specific_Attributes:2        cassini:light_flood_state_flag:2         Value:ON","Value","ON","","","The light flood was on."
"cassini:ISS_Specific_Attributes:2        cassini:light_flood_state_flag:2         Value:OFF","Value","OFF","","","The light flood was off."
"cassini:ISS_Specific_Attributes:2        cassini:method_description:1            ","Attribute","method_description","n/a","cassini","The method_description element describes the method used to perform a particular observation.","atm","ASCII_Text_Collapsed","0","1","Unbounded","Unbounded","1","Unbounded","Units_of_None","none","TBD_classConcept","TEXT"
"cassini:ISS_Specific_Attributes:2        cassini:missing_lines:1                 ","Attribute","missing_lines","n/a","cassini","The missing_lines element is the total number of lines of data missing from an image or observation when it was received on Earth. Note: For Cassini, this provides the number of missing or incomplete lines of image data. A value of -1 indicates that the value in the original PDS3 label was N/A. ","atm","ASCII_Integer","0","1","-1","9223372036854775807","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","INTEGER"
"cassini:ISS_Specific_Attributes:2        cassini:missing_packet_flag:1           ","Attribute","missing_packet_flag","n/a","cassini","The missing_packet_flag element indicates whether or not there were telemetry packets that were expected but not received. ","atm","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cassini:ISS_Specific_Attributes:2        cassini:missing_packet_flag:2            Value:NO","Value","NO","","","There are no missing packets."
"cassini:ISS_Specific_Attributes:2        cassini:missing_packet_flag:2            Value:YES","Value","YES","","","There are missing packets."
"cassini:ISS_Specific_Attributes:2        cassini:missing_packet_flag:2            Value:Information not prov","Value","Information not provided","","","The information was not provided in the original PDS3."
"cassini:ISS_Specific_Attributes:2        cassini:observation_id:1                ","Attribute","observation_id","n/a","cassini","The observation_id element uniquely identifies a scientific observation.","atm","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cassini:ISS_Specific_Attributes:2        cassini:optics_temperature_front:1      ","Attribute","optics_temperature_front","n/a","cassini","The optics_temperature_front element provides the temperature of the ISS front optics. A value of -999 indicates that the information was not available in the original PDS3 label. ","atm","ASCII_Real","0","1","-999","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Temperature","none","TBD_classConcept","REAL"
"cassini:ISS_Specific_Attributes:2        cassini:optics_temperature_back:1       ","Attribute","optics_temperature_back","n/a","cassini","The optics_temperature_back element provides the temperature of the ISS back optics. A value of -999 indicates that the information was not available in the original PDS3 label, or is Not applicable Note that there is no rear optics temperature for the WAC camera, so when INSTRUMENT_ID = ISSWA, the value for optics_temperature_back will be –999.0. ","atm","ASCII_Real","0","1","-999","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Temperature","none","TBD_classConcept","REAL"
"cassini:ISS_Specific_Attributes:2        cassini:order_number:1                  ","Attribute","order_number","n/a","cassini","The order_number element is a unique system_generated number which is used to identify the order in which observations were executed. A value of -999 indicates that the information was not available in the original PDS3 label. ","atm","ASCII_Integer","0","1","-999","9223372036854775807","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","INTEGER"
"cassini:ISS_Specific_Attributes:2        cassini:parallel_clock_voltage_index:1  ","Attribute","parallel_clock_voltage_index","n/a","cassini","The parallel_clock_voltage_index element provides the commanded parallel clock voltage value which controls clocking frequency. A value of -1 indicates that the information was not available in the original PDS3 label. ","atm","ASCII_Integer","0","1","-1","15","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","INTEGER"
"cassini:ISS_Specific_Attributes:2        cassini:pds3_product_creation_time:1    ","Attribute","pds3_product_creation_time","n/a","cassini","The pds3_product_creation_time element provides the creation time of the original PDS3 product. It is included in the label for historical reasons.","atm","ASCII_Date_Time_DOY","0","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","TIME"
"cassini:ISS_Specific_Attributes:2        cassini:pds3_product_version_type:1     ","Attribute","pds3_product_version_type","n/a","cassini","The pds3_product_version_type element provides the instrument teams internal version type of the original PDS3 products. In products submitted to PDS, the only value for this keyword is FINAL. This attribute is included in the PDS4 label for historical reasons. ","atm","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cassini:ISS_Specific_Attributes:2        cassini:pds3_target_desc:1              ","Attribute","pds3_target_desc","n/a","cassini","The pds3_target_desc element provides the value for TARGET_DESC given in the PDS3 label. The name of the intended target for which the exposure was calculated/selected in the given image. May include calibration type information. This frequently provides a more accurate clue to the actual target than does the PDS3 keyword TARGET_NAME. For many observations (e.g., those targeted at the rings) neither gives the correct information). ","atm","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cassini:ISS_Specific_Attributes:2        cassini:pds3_target_list:1              ","Attribute","pds3_target_list","n/a","cassini","The pds3_target_list element corresponds to TARGET_LIST in the PDS3 label. TARGET_LIST was intended to provide a list of all known targets in the image field-of-view. However this was not provided, so the only value for this keyword is N/A. This attribute is included in the PDS4 label for historical reasons. For lists of all know targets in the FoV of each image see the *_inventory.tab files in this collection (* is either cruise or saturn). ","atm","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cassini:ISS_Specific_Attributes:2        cassini:pds3_target_name:1              ","Attribute","pds3_target_name","n/a","cassini","The pds3_target_name element provides the value for TARGET_NAME given in the PDS3 label. The name of the intended target based on the Predicted Events File (PEF). For many observations the value is not the actual target (e.g., it may indicate Saturn, while the observation was of some other target based on an offset from Saturn). The most accurate, though potentially flawed identification of the intended target is given in the Target_Identification class elsewhere in the label. This attribute is included in the PDS4 label for historical reasons. ","atm","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cassini:ISS_Specific_Attributes:2        cassini:pre-pds_version_number:1        ","Attribute","pre-pds_version_number","n/a","cassini","The pre-pds_version_number element provides the version number product used internally by the provider. For ISS, the value was included in the PDS3 product filenames, but is not included in the PDS4 filenames. This attribute preserves the information primarily for historical reasons since only one of the internal versions of any ISS product was delivered to PDS. The internal versions were used because the same image may have been built multiple times due to multiple downlinks, or multiple TDS queries, etc. In every case, the best available internal version was the version submitted to PDS. ","atm","ASCII_Integer","0","1","-9223372036854775808","9223372036854775807","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","INTEGER"
"cassini:ISS_Specific_Attributes:2        cassini:prepare_cycle_index:1           ","Attribute","prepare_cycle_index","n/a","cassini","The prepare_cycle_index element provides the element number within the Prepare Cycle table selected for this image. Prepare cycles include activities carried on within an instrument between sequential data acquisition and CCD readout operations. This includes such things as light flooding and erasure of the CCD and filter wheel stepping. Note: for Cassini, the Prepare Cycle table provides a translation of these values into cycle durations in seconds.","atm","ASCII_Integer","0","1","0","15","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","INTEGER"
"cassini:ISS_Specific_Attributes:2        cassini:readout_cycle_index:1           ","Attribute","readout_cycle_index","n/a","cassini","The readout_cycle_index element provides the element number within the Readout Cycle table selected for this image. The readout cycle of an instrument involves that part of its function involved in reading the light values out of a CCD array. Note: for Cassini, the Readout Cycle table provides a translation of these values into cycle durations in seconds. A value of -1 indicates that the information was not available in the original PDS3 label. ","atm","ASCII_Integer","0","1","-1","15","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","INTEGER"
"cassini:ISS_Specific_Attributes:2        cassini:received_packets:1              ","Attribute","received_packets","n/a","cassini","The received_packets element provides the total number of telemetry packets which constitute a reconstructed data product. A value of -1 indicates that the information was not available in the original PDS3 label. ","atm","ASCII_Integer","0","1","-1","9223372036854775807","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","INTEGER"
"cassini:ISS_Specific_Attributes:2        cassini:sensor_head_electronics_temperature:1","Attribute","sensor_head_electronics_temperature","n/a","cassini","The sensor_head_electronics_temperature element provides the temperature of the sensor head electronics.","atm","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Temperature","none","TBD_classConcept","REAL"
"cassini:ISS_Specific_Attributes:2        cassini:sequence_id:1                   ","Attribute","sequence_id","n/a","cassini","TThe sequence_id element provides an identification of the spacecraft sequence associated with the given product.","atm","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cassini:ISS_Specific_Attributes:2        cassini:sequence_number:1               ","Attribute","sequence_number","n/a","cassini","The sequence_number element indicates a number designating the place occupied by an item in an ordered sequence. A value of -1 indicates that the information was not available in the original PDS3 label. ","atm","ASCII_Integer","0","1","-1","9223372036854775807","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","INTEGER"
"cassini:ISS_Specific_Attributes:2        cassini:sequence_title:1                ","Attribute","sequence_title","n/a","cassini","The sequence_title element provides the team lead assigned title, if any, to a particular observation sequence of which this image was a part. ","atm","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cassini:ISS_Specific_Attributes:2        cassini:shutter_mode_id:1               ","Attribute","shutter_mode_id","n/a","cassini","The shutter_mode_id element identifies the state of an imaging instrument's shutter during image acquisition. Note: the instrument shutter mode affects the radiometric properties of the camera.","atm","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cassini:ISS_Specific_Attributes:2        cassini:shutter_mode_id:2                Value:BOTSIM","Value","BOTSIM","","","Both cameras were used simultaneously."
"cassini:ISS_Specific_Attributes:2        cassini:shutter_mode_id:2                Value:NACONLY","Value","NACONLY","","","Only the narrow angle camera was used."
"cassini:ISS_Specific_Attributes:2        cassini:shutter_mode_id:2                Value:WACONLY","Value","WACONLY","","","Only the wide angle camera was used."
"cassini:ISS_Specific_Attributes:2        cassini:shutter_mode_id:2                Value:UNK","Value","UNK","","","The information was not provided."
"cassini:ISS_Specific_Attributes:2        cassini:shutter_state_id:1              ","Attribute","shutter_state_id","n/a","cassini","The shutter_state_id element provides an indication of the state of an instrument's shutters at the time of an exposure.","atm","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cassini:ISS_Specific_Attributes:2        cassini:shutter_state_id:2               Value:DISABLED","Value","DISABLED","","","The shutter is disabled."
"cassini:ISS_Specific_Attributes:2        cassini:shutter_state_id:2               Value:ENABLED","Value","ENABLED","","","The shutter is enabled."
"cassini:ISS_Specific_Attributes:2        cassini:start_time_doy:1                ","Attribute","start_time_doy","n/a","cassini","The start_time_doy element provides the time of shutter open. Calculated from spacecraft clock of shutter close less the exposure duration. Expressed in UTC format, and includes subRTI resolution. (A subRTI is approximately 4 msec (1/256 second)). When the shutter was inhibited (ie SHUTTER_STATE_ID=”DISABLED”), the START_TIME = STOP_TIME, and both represent the start of the exposure window during the prepare cycle of the image. This value corresponds to the value for start_date_time given in the Time Coordinates section of the label in the year day-of-year format of the original PDS3 label. ","atm","ASCII_Date_Time_DOY","0","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","TIME"
"cassini:ISS_Specific_Attributes:2        cassini:stop_time_doy:1                 ","Attribute","stop_time_doy","n/a","cassini","The stop_time_doy element provides the time of shutter close from spacecraft clock (UTC). Identical to image_time. Includes subRTI resolution. (A subRTI is approximately 4 msec (1/256 second)). When the shutter was inhibited (ie SHUTTER_STATE_ID=”DISABLED”), the START_TIME = STOP_TIME, and both represent the start of the exposure window during the prepare cycle of the image. This value corresponds to the value for stop_date_time given in the Time Coordinates section of the label in the year day-of-year format of the original PDS3 label. ","atm","ASCII_Date_Time_DOY","0","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","TIME"
"cassini:ISS_Specific_Attributes:2        cassini:telemetry_format_id:1           ","Attribute","telemetry_format_id","n/a","cassini","The telemetry_format_id element supplies a telemetry format code.","atm","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cassini:ISS_Specific_Attributes:2        cassini:valid_maximum_full_well:1       ","Attribute","valid_maximum_full_well","n/a","cassini","The valid_maximum_full_well element indicates the minimum full well saturation level of the instrument, which is a function of INSTRUMENT_MODE_ID, INSTRUMENT_ID, and GAIN_MODE_ID, expressed as a DN value. This may exceed 4095. ","atm","ASCII_Real","0","1","-1","1.7976931348623157e308","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","REAL"
"cassini:ISS_Specific_Attributes:2        cassini:valid_maximum_DN_sat:1          ","Attribute","valid_maximum_DN_sat","n/a","cassini","The valid_maximum_DN_sat element indicates the maximum DN saturation level for the signal returned by the A/D converter. Valid values are 255 and 4095. A value of -1 indicates that the information was not available in the original PDS3 label. ","atm","ASCII_Integer","0","1","-9223372036854775808","9223372036854775807","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","INTEGER"
"cassini:ISS_Specific_Attributes:2        cassini:valid_maximum_DN_sat:2           Value:-1","Value","-1","","","The information was not available in the original PDS3 label."
"cassini:ISS_Specific_Attributes:2        cassini:valid_maximum_DN_sat:2           Value:255","Value","255","","","The valid maximum saturation level DN is 255."
"cassini:ISS_Specific_Attributes:2        cassini:valid_maximum_DN_sat:2           Value:4095","Value","4095","","","The valid maximum saturation level DN is 4095."
"cassini:VIMS_Specific_Attributes:1      ","Class","VIMS_Specific_Attributes","1.0.0.0","cassini","The VIMS Specific Attributes class provides local attributes used by VIMS observations.","atm","","","","","","","","","","",""
"cassini:VIMS_Specific_Attributes:2       cassini:mission_phase_name:1            ","Attribute","mission_phase_name","n/a","cassini","The mission_phase_name identifies a time period within the mission.","atm","ASCII_Short_String_Preserved","0","*","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cassini:VIMS_Specific_Attributes:2       cassini:mission_phase_name:2             Value:Launch","Value","Launch","","","1997-10-15 to 1997-10-17"
"cassini:VIMS_Specific_Attributes:2       cassini:mission_phase_name:2             Value:TCM 1","Value","TCM 1","","","1997-10-18 to 1997-11-14"
"cassini:VIMS_Specific_Attributes:2       cassini:mission_phase_name:2             Value:Interplanetary Cruis","Value","Interplanetary Cruise","","","1997-11-14 to 1999-11-07"
"cassini:VIMS_Specific_Attributes:2       cassini:mission_phase_name:2             Value:Venus 1 Cruise","Value","Venus 1 Cruise","","","1997-11-14 to 1998-09-13"
"cassini:VIMS_Specific_Attributes:2       cassini:mission_phase_name:2             Value:Venus 1 Encounter","Value","Venus 1 Encounter","","","1998-04-26"
"cassini:VIMS_Specific_Attributes:2       cassini:mission_phase_name:2             Value:Instrument Checkout ","Value","Instrument Checkout 1","","","1998-09-14 to 1999-03-14"
"cassini:VIMS_Specific_Attributes:2       cassini:mission_phase_name:2             Value:Venus 2 - Earth Crui","Value","Venus 2 - Earth Cruise","","","1999-03-15 to 1999-11-07"
"cassini:VIMS_Specific_Attributes:2       cassini:mission_phase_name:2             Value:Venus 2 Encounter","Value","Venus 2 Encounter","","","1999-06-24"
"cassini:VIMS_Specific_Attributes:2       cassini:mission_phase_name:2             Value:Earth Encounter","Value","Earth Encounter","","","1999-08-18"
"cassini:VIMS_Specific_Attributes:2       cassini:mission_phase_name:2             Value:Outer Cruise","Value","Outer Cruise","","","1999-11-08 to 2002-07-07"
"cassini:VIMS_Specific_Attributes:2       cassini:mission_phase_name:2             Value:High Gain Antenna Tr","Value","High Gain Antenna Transition","","","1999-11-08 to 2000-05-06"
"cassini:VIMS_Specific_Attributes:2       cassini:mission_phase_name:2             Value:Instrument Checkout ","Value","Instrument Checkout 2","","","2000-05-06 to 2000-11-05"
"cassini:VIMS_Specific_Attributes:2       cassini:mission_phase_name:2             Value:Jupiter Cruise","Value","Jupiter Cruise","","","2000-11-05 to 2001-04-30"
"cassini:VIMS_Specific_Attributes:2       cassini:mission_phase_name:2             Value:Jupiter Encounter","Value","Jupiter Encounter","","","2000-12-30"
"cassini:VIMS_Specific_Attributes:2       cassini:mission_phase_name:2             Value:Quiet Cruise","Value","Quiet Cruise","","","2001-04-30 to 2002-07-08"
"cassini:VIMS_Specific_Attributes:2       cassini:mission_phase_name:2             Value:Science Cruise","Value","Science Cruise","","","2002-07-08 to 2004-06-10"
"cassini:VIMS_Specific_Attributes:2       cassini:mission_phase_name:2             Value:Space Science","Value","Space Science","","","2002-07-08 to 2004-01-11"
"cassini:VIMS_Specific_Attributes:2       cassini:mission_phase_name:2             Value:Approach Science","Value","Approach Science","","","2004-01-12 to 2004-06-10"
"cassini:VIMS_Specific_Attributes:2       cassini:mission_phase_name:2             Value:Approach_Science","Value","Approach_Science","","","2004-01-12 to 2004-06-10"
"cassini:VIMS_Specific_Attributes:2       cassini:mission_phase_name:2             Value:Tour Pre-Huygens","Value","Tour Pre-Huygens","","","2004-06-11 to 2004-12-24"
"cassini:VIMS_Specific_Attributes:2       cassini:mission_phase_name:2             Value:Phoebe Encounter","Value","Phoebe Encounter","","","2004-06-11"
"cassini:VIMS_Specific_Attributes:2       cassini:mission_phase_name:2             Value:Saturn Orbit Inserti","Value","Saturn Orbit Insertion","","","2004-07-01"
"cassini:VIMS_Specific_Attributes:2       cassini:mission_phase_name:2             Value:Titan A Encounter","Value","Titan A Encounter","","","2004-10-26"
"cassini:VIMS_Specific_Attributes:2       cassini:mission_phase_name:2             Value:Titan B Encounter","Value","Titan B Encounter","","","2004-12-13"
"cassini:VIMS_Specific_Attributes:2       cassini:mission_phase_name:2             Value:Huygens Descent","Value","Huygens Descent","","","2004-12-24 to 2005-01-14"
"cassini:VIMS_Specific_Attributes:2       cassini:mission_phase_name:2             Value:Huygens Probe Separa","Value","Huygens Probe Separation","","","2004-12-24"
"cassini:VIMS_Specific_Attributes:2       cassini:mission_phase_name:2             Value:Titan C Huygens","Value","Titan C Huygens","","","2005-01-14"
"cassini:VIMS_Specific_Attributes:2       cassini:mission_phase_name:2             Value:Tour","Value","Tour","","","2005-01-14 to 2008-06-30"
"cassini:VIMS_Specific_Attributes:2       cassini:mission_phase_name:2             Value:Equinox Mission","Value","Equinox Mission","","","2008-07-01 to 2010-09-29"
"cassini:VIMS_Specific_Attributes:2       cassini:mission_phase_name:2             Value:Extended Mission","Value","Extended Mission","","","2008-07-01 to 2010-09-29"
"cassini:VIMS_Specific_Attributes:2       cassini:mission_phase_name:2             Value:Solstice Mission","Value","Solstice Mission","","","2010-09-30 to 2017-09-15"
"cassini:VIMS_Specific_Attributes:2       cassini:mission_phase_name:2             Value:Extended-Extended Mi","Value","Extended-Extended Mission","","","2010-09-30 to 2017-09-15"
"cassini:VIMS_Specific_Attributes:2       cassini:mission_phase_name:2             Value:Proximal Orbits","Value","Proximal Orbits","","","2017-04-22 to 2017-09-15"
"cassini:VIMS_Specific_Attributes:2       cassini:mission_phase_name:2             Value:CRUISE SCIENCE","Value","CRUISE SCIENCE","","","This value appears in some PDS3 labels but is not defined in the docmentation."
"cassini:VIMS_Specific_Attributes:2       cassini:mission_phase_name:2             Value:CRUISE","Value","CRUISE","","","This value appears in some PDS3 labels but is not defined in the docmentation."
"cassini:VIMS_Specific_Attributes:2       cassini:mission_phase_name:2             Value:EARTH-JUPITER CRUISE","Value","EARTH-JUPITER CRUISE","","","This value appears in some PDS3 labels but is not defined in the docmentation."
"cassini:VIMS_Specific_Attributes:2       cassini:mission_phase_name:2             Value:Information not prov","Value","Information not provided","","","No value was given in the PDS3 label.."
"cassini:VIMS_Specific_Attributes:2       cassini:mission_phase_name:2             Value:LAUNCH","Value","LAUNCH","","","1997-10-15 to 1997-10-17"
"cassini:VIMS_Specific_Attributes:2       cassini:mission_phase_name:2             Value:INTERPLANETARY CRUIS","Value","INTERPLANETARY CRUISE","","","1997-11-14 to 1999-11-07"
"cassini:VIMS_Specific_Attributes:2       cassini:mission_phase_name:2             Value:VENUS 1 CRUISE","Value","VENUS 1 CRUISE","","","1997-11-14 to 1998-09-13"
"cassini:VIMS_Specific_Attributes:2       cassini:mission_phase_name:2             Value:VENUS 1 ENCOUNTER","Value","VENUS 1 ENCOUNTER","","","1998-04-26"
"cassini:VIMS_Specific_Attributes:2       cassini:mission_phase_name:2             Value:INSTRUMENT CHECKOUT ","Value","INSTRUMENT CHECKOUT 1","","","1998-09-14 to 1999-03-14"
"cassini:VIMS_Specific_Attributes:2       cassini:mission_phase_name:2             Value:VENUS 2 - EARTH CRUI","Value","VENUS 2 - EARTH CRUISE","","","1999-03-15 to 1999-11-07"
"cassini:VIMS_Specific_Attributes:2       cassini:mission_phase_name:2             Value:VENUS 2 ENCOUNTER","Value","VENUS 2 ENCOUNTER","","","1999-06-24"
"cassini:VIMS_Specific_Attributes:2       cassini:mission_phase_name:2             Value:EARTH ENCOUNTER","Value","EARTH ENCOUNTER","","","1999-08-18"
"cassini:VIMS_Specific_Attributes:2       cassini:mission_phase_name:2             Value:OUTER CRUISE","Value","OUTER CRUISE","","","1999-11-08 to 2002-07-07"
"cassini:VIMS_Specific_Attributes:2       cassini:mission_phase_name:2             Value:HIGH GAIN ANTENNA TR","Value","HIGH GAIN ANTENNA TRANSITION","","","1999-11-08 to 2000-05-06"
